Timestamp,Vibration_X,Vibration_Y,Vibration_Z,Magnitude,Aux1,Aux2,Aux3,Raw_Data1,Raw_Data2,Raw_Data3,Raw_Extra1,Raw_Extra2,Raw_Extra3
2025-11-05 14:38:13.686,23.0,21.0,11.0,33.03028912982749,8,0,142,23,21,11,8,0,142
2025-11-05 14:38:13.806,29.0,33.0,18.0,47.47630988187688,176,0,47,29,33,18,176,0,47
2025-11-05 14:38:13.896,8.0,7.0,13.0,16.792855623746664,124,0,45,8,7,13,124,0,45
2025-11-05 14:38:14.015,3.0,3.0,6.0,7.3484692283495345,11,0,7,3,3,6,11,0,7
2025-11-05 14:38:14.075,4.0,6.0,4.0,8.246211251235321,21,0,19,4,6,4,21,0,19
2025-11-05 14:38:14.196,24.0,18.0,9.0,31.32091952673165,29,0,46,24,18,9,29,0,46
2025-11-05 14:38:14.286,1.0,13.0,5.0,13.96424004376894,25,0,38,1,13,5,25,0,38
2025-11-05 14:38:14.405,5.0,8.0,4.0,10.246950765959598,48,0,17,5,8,4,48,0,17
2025-11-05 14:38:14.504,8.0,3.0,1.0,8.602325267042627,45,0,17,8,3,1,45,0,17
2025-11-05 14:38:14.616,7.0,0.0,9.0,11.40175425099138,9,0,31,7,0,9,9,0,31
2025-11-05 14:38:14.706,2.0,0.0,1.0,2.23606797749979,16,0,38,2,0,1,16,0,38
2025-11-05 14:38:14.825,0.0,4.0,11.0,11.704699910719626,10,0,21,0,4,11,10,0,21
2025-11-05 14:38:14.885,2.0,4.0,10.0,10.954451150103322,50,0,59,2,4,10,50,0,59
2025-11-05 14:38:15.005,2.0,7.0,8.0,10.816653826391969,44,0,15,2,7,8,44,0,15
2025-11-05 14:38:15.097,7.0,2.0,2.0,7.54983443527075,87,0,35,7,2,2,87,0,35
2025-11-05 14:38:15.216,9.0,2.0,7.0,11.575836902790225,51,0,29,9,2,7,51,0,29
2025-11-05 14:38:15.306,1.0,1.0,5.0,5.196152422706632,3,0,11,1,1,5,3,0,11
2025-11-05 14:38:15.427,2.0,1.0,0.0,2.23606797749979,18,0,6,2,1,0,18,0,6
2025-11-05 14:38:15.485,2.0,0.0,1.0,2.23606797749979,6,0,4,2,0,1,6,0,4
2025-11-05 14:38:15.605,0.0,1.0,0.0,1.0,16,0,11,0,1,0,16,0,11
2025-11-05 14:38:15.698,2.0,2.0,3.0,4.123105625617661,14,0,15,2,2,3,14,0,15
2025-11-05 14:38:15.817,2.0,4.0,1.0,4.58257569495584,15,0,7,2,4,1,15,0,7
2025-11-05 14:38:15.905,1.0,0.0,2.0,2.23606797749979,11,0,2,1,0,2,11,0,2
2025-11-05 14:38:16.025,1.0,1.0,0.0,1.4142135623730951,5,0,8,1,1,0,5,0,8
2025-11-05 14:38:16.115,0.0,3.0,1.0,3.1622776601683795,8,0,2,0,3,1,8,0,2
